Finkenwerder, Airbus Am Tower, Neß-Hauptdeich, Finkenwerder, Hamburg-Mitte, Hamburg, 21129, Deutschland	53.5420232	9.8424682	bus_stop
Alster, Hamburg, Deutschland	53.6723882	10.0924265	river
Alsterhaus, 16-20, Jungfernstieg, Neustadt, Hamburg-Mitte, Hamburg, 20354, Deutschland	53.5530353	9.99127951886027	heritage
St. Pauli-Elbtunnel, Steinwerder, Hamburg-Mitte, Hamburg, 20457, Deutschland	53.5415924	9.9665269	tertiary
Alter Schwede, Elbchaussee, Othmarschen, Altona, Hamburg, 22605, Deutschland	53.5446351	9.8957078	attraction
Altonaer Volkspark, Bahrenfeld, Altona, Hamburg, 22525, Deutschland	53.5856036	9.90492158050276	forest
Beatles-Platz, St. Pauli, Hamburg-Mitte, Hamburg, 20359, Deutschland	53.54990445	9.95733378726766	service
Bergstedter Kirche, Bergstedter Kirchenstraße, Bergstedt, Wandsbek, Hamburg, 22395, Deutschland	53.6721999	10.126356165688	place_of_worship
Berliner Bogen, Heidenkampsweg, Hammerbrook, Hamburg-Mitte, Hamburg, 20097, Deutschland	53.550729	10.0278515174176	yes
Bismarck-Denkmal, Am Elbpavillon, Neustadt, Hamburg-Mitte, Hamburg, 20459, Deutschland	53.5487268	9.97209821647096	attraction
Bramfelder See, Bramfelder Redder, Steilshoop, Wandsbek, Hamburg, 22309, Deutschland	53.6183207	10.0710617521601	water
Cap San Diego, Überseebrücke, Neustadt, Hamburg-Mitte, Hamburg, 20459, Deutschland	53.54316115	9.97637203422477	attraction
Der Suppenladen, 1, Fischertwiete, Hamburg-Altstadt, Hamburg-Mitte, Hamburg, 20095, Deutschland	53.5482592	10.0018867	restaurant
Christianskirche, Klopstockstraße, Ottensen, Altona, Hamburg, 22765, Deutschland	53.54697885	9.93286647496372	place_of_worship
City Nord, Hamburg-Nord, Hamburg, Deutschland	53.603643	10.0216846	locality
Colonnaden, Neustadt, Hamburg-Mitte, Hamburg, 20354, Deutschland	53.5567027	9.990268	pedestrian
Cruise Center Altona, Van-der-Smissen-Straße, Altona-Altstadt, Altona, Hamburg, 22767, Deutschland	53.5436585	9.93706958591143	yes
Cruise Center Steinwerder, 16, Buchheisterstraße, Steinwerder, Hamburg-Mitte, Hamburg, 20457, Deutschland	53.5294373	9.96125280799703	yes
Bf. Dammtor, Theodor-Heuss-Platz, Rotherbaum, Eimsbüttel, Hamburg, 20354, Deutschland	53.5615517	9.9905234	bus_stop
Das Schiff, Holzbrücke, Hamburg-Altstadt, Hamburg-Mitte, Hamburg, 20459, Deutschland	53.5466655	9.99004	theatre
Davidwache / PK15, 31, Spielbudenplatz, St. Pauli, Hamburg-Mitte, Hamburg, 20359, Deutschland	53.549031	9.962736	police
Deichstraße, Hamburg-Altstadt, Hamburg-Mitte, Hamburg, 20459, Deutschland	53.5468419	9.988156	unclassified
Deutsches Schauspielhaus, 39, Kirchenallee, St. Georg, Hamburg-Mitte, Hamburg, 20099, Deutschland	53.5544807	10.0089598611116	theatre
Dockland, 9, Van-der-Smissen-Straße, Altona-Altstadt, Altona, Hamburg, 22767, Deutschland	53.5433466	9.9340877	viewpoint
NSG Duvenstedter Brook, Duvenstedter Triftweg, Wohldorf-Ohlstedt, Wandsbek, Hamburg, 22397, Deutschland	53.7243267	10.1669883253598	nature_reserve
